node_id,lat,lon,type,area,price_dp,geometry
ALAMT6G_7_N002,33.77176916262267,-118.10083231072662,LOAD,CA,60.5329,POINT (-118.10083231072662 33.77176916262267)
ALHAMBRA_1_N001,37.99408499998608,-122.13031167024367,LOAD,CA,59.08007,POINT (-122.13031167024367 37.99408499998608)
ALHAMBRA_1_N002,37.99408499998608,-122.13042632975633,LOAD,CA,59.08007,POINT (-122.13042632975633 37.99408499998608)
ALLEGHNY_6_N001,39.464893,-120.844946,LOAD,CA,59.83463,POINT (-120.844946 39.464893)
ALMADEN_6_N001,37.26027,-121.890082,LOAD,CA,62.1126,POINT (-121.890082 37.26027)
ALMOND_LNODEAUX,37.574202045609525,-120.98511610244,LOAD,TIDC,59.39639,POINT (-120.98511610244 37.574202045609525)
ALPAUGH_7_N002,35.963463732836644,-119.456796,LOAD,CA,59.59467,POINT (-119.456796 35.963463732836644)
ALPINE_6_N001,32.82778299998866,-116.78987271391081,LOAD,CA,55.87048,POINT (-116.78987271391081 32.82778299998866)
ALPINE_6_N005,32.82778299998866,-116.78997928608918,LOAD,CA,55.87048,POINT (-116.78997928608918 32.82778299998866)
ALTO_6_N001,37.89825299998615,-122.52430271885964,LOAD,CA,61.01014,POINT (-122.52430271885964 37.89825299998615)
ALTO_6_N101,37.89825299998615,-122.52441728114036,LOAD,CA,61.01014,POINT (-122.52441728114036 37.89825299998615)
ALTTA_BP_LNODEPRT,41.51205899998436,-120.5236838478691,LOAD,BPAT,57.4394,POINT (-120.5236838478691 41.51205899998436)
ALTTA_BP_LNODETON,41.51205899998436,-120.5238041521309,LOAD,BPAT,57.4394,POINT (-120.5238041521309 41.51205899998436)
AMERIGAS_1_N001,38.43,-121.79,LOAD,CA,58.77289,POINT (-121.79 38.43)
AMESBS_1_N004,37.41751022008469,-122.066192,LOAD,CA,61.25415,POINT (-122.066192 37.41751022008469)
AMESBS_1_N101,37.41742888994297,-122.06613287861066,LOAD,CA,61.25415,POINT (-122.06613287861066 37.41742888994297)
AMESDST_1_N001,37.41742888994297,-122.06625112138934,LOAD,CA,61.25415,POINT (-122.06625112138934 37.41742888994297)
AMFORST_6_N001,38.369191999986,-120.79657754861613,LOAD,CA,60.07958,POINT (-120.79657754861613 38.369191999986)
ANDERSON_6_N001,40.449838,-122.305068,LOAD,CA,58.00527,POINT (-122.305068 40.449838)
ANGIOLA_6_N001,35.992007,-119.57137,LOAD,CA,71.25281,POINT (-119.57137 35.992007)
ANITA_6_N001,39.811047,-121.919761,LOAD,CA,58.98984,POINT (-121.919761 39.811047)
ANNAPOLS_6_N001,38.680315,-123.311782,LOAD,CA,66.37288,POINT (-123.311782 38.680315)
ANTELOPE_6_N001,35.658117,-119.996015,LOAD,CA,59.42873,POINT (-119.996015 35.658117)
ANTLER_6_N001,40.893581,-122.379244,LOAD,CA,57.68316,POINT (-122.379244 40.893581)
APPLEHL_1_N001,38.73992576174639,-120.67700091995808,LOAD,CA,59.51251,POINT (-120.67700091995808 38.73992576174639)
APPLEHL_1_N002,38.73974623814083,-120.67700092024737,LOAD,CA,59.51251,POINT (-120.67700092024737 38.73974623814083)
APPMAT_1_N001,37.359999999986435,-121.97994317305394,LOAD,CA,61.47409,POINT (-121.97994317305394 37.359999999986435)
APPMAT_1_N010,37.359999999986435,-121.98005682694607,LOAD,CA,61.47409,POINT (-121.98005682694607 37.359999999986435)
ARBUCKLE_6_N001,39.017625,-122.061575,LOAD,CA,57.1847,POINT (-122.061575 39.017625)
ARCATA_6_N001,40.867132,-124.088286,LOAD,CA,59.36149,POINT (-124.088286 40.867132)
ARVINED_1_N001,35.15044599998752,-118.87870286987292,LOAD,CA,59.74053,POINT (-118.87870286987292 35.15044599998752)
ARVIN_6_N001,35.15044599998752,-118.87881313012709,LOAD,CA,59.25432,POINT (-118.87881313012709 35.15044599998752)
ASHLAN_2_N001,36.79263892472445,-119.82749,LOAD,CA,62.58545,POINT (-119.82749 36.79263892472445)
ASHLAN_2_N007,36.7925580376235,-119.82743168375806,LOAD,CA,62.58545,POINT (-119.82743168375806 36.7925580376235)
ASHLAN_2_N008,36.7925580376235,-119.82754831624194,LOAD,CA,62.58545,POINT (-119.82754831624194 36.7925580376235)
ASH_6_N001,33.1365697302963,-117.070292,LOAD,CA,61.22532,POINT (-117.070292 33.1365697302963)
ASH_6_N005,33.13648913483958,-117.0702364310647,LOAD,CA,61.22532,POINT (-117.0702364310647 33.13648913483958)
ASH_6_N101,33.13648913483958,-117.07034756893529,LOAD,CA,61.22532,POINT (-117.07034756893529 33.13648913483958)
ASPEN_LNODESPEN,37.69337956,-122.069288,LOAD,PNM,57.48194,POINT (-122.069288 37.69337956)
ATASCDRO_6_N001,35.465309,-120.671582,LOAD,CA,60.58347,POINT (-120.671582 35.465309)
ATWATER_1_B2,37.35999599998639,-120.6146481730584,LOAD,CA,63.25979,POINT (-120.6146481730584 37.35999599998639)
ATWATER_1_N001,37.35999599998639,-120.6147618269416,LOAD,CA,63.25979,POINT (-120.6147618269416 37.35999599998639)
ATW_SUB_LNODEONB,34.1096541600031,-118.254,LOAD,LADWP,59.49363,POINT (-118.254 34.1096541600031)
ATW_SUB_LNODEONC,34.10957291998536,-118.25394335044959,LOAD,LADWP,59.49363,POINT (-118.25394335044959 34.10957291998536)
ATW_SUB_LNODEOND,34.10957291998536,-118.2540566495504,LOAD,LADWP,59.49363,POINT (-118.2540566495504 34.10957291998536)
AUBERRY_6_N001,37.06806099998665,-119.495719527536,LOAD,CA,69.58727,POINT (-119.495719527536 37.06806099998665)
AUBERRY_6_N003,37.06806099998665,-119.495832472464,LOAD,CA,69.58727,POINT (-119.495832472464 37.06806099998665)
AUBURN_6_N001,38.903397,-121.069921,LOAD,CA,59.22502,POINT (-121.069921 38.903397)
AUGUST_LNODEDR1,37.4182520696912,-120.831252690486,LOAD,TIDC,59.46324,POINT (-120.831252690486 37.4182520696912)
AUGUST_LNODEDR3,37.4182452743243,-120.831131410372,LOAD,TIDC,59.46324,POINT (-120.831131410372 37.4182452743243)
AUGUST_LNODEDR4,37.4182458785436,-120.830989786937,LOAD,TIDC,59.45109,POINT (-120.830989786937 37.4182458785436)
AUGUST_LNODEDR5,37.4182557186304,-120.831363604619,LOAD,TIDC,59.46324,POINT (-120.831363604619 37.4182557186304)
AVENA_1_N001,37.842208,-121.054122,LOAD,CA,58.71212,POINT (-121.054122 37.842208)
AVOCADO_6_N001,33.38466699998843,-117.23692330729693,LOAD,CA,62.68449,POINT (-117.23692330729693 33.38466699998843)
AVOCADO_6_N002,33.38466699998843,-117.23703069270306,LOAD,CA,62.68449,POINT (-117.23703069270306 33.38466699998843)
BAFOOD1_6_N001,36.33,-121.16,LOAD,CA,59.04823,POINT (-121.16 36.33)
BAHIA_2_N001,38.08095331088854,-122.13739126700075,LOAD,CA,59.67238,POINT (-122.13739126700075 38.08095331088854)
BAHIA_2_N011,38.08077268899996,-122.13739126728416,LOAD,CA,59.67238,POINT (-122.13739126728416 38.08077268899996)
BAILYJ1_1_N010,34.77604,-118.77504,LOAD,CA,59.75139,POINT (-118.77504 34.77604)
BAIR_1_N001,37.496937,-122.214157,LOAD,CA,61.41057,POINT (-122.214157 37.496937)
BAKER_1_N001,35.284771,-116.064256,LOAD,CA,59.57361,POINT (-116.064256 35.284771)
BALFOUR_6_N001,37.92596,-121.678546,LOAD,CA,59.27125,POINT (-121.678546 37.92596)
BANGOR_6_N001,39.388064,-121.402937,LOAD,CA,58.55833,POINT (-121.402937 39.388064)
BANGS_LNODEKGC,37.70469,-121.0418,LOAD,BANC,59.78536,POINT (-121.0418 37.70469)
BANNING_1_N001,33.922289,-116.87283,LOAD,CA,60.96864,POINT (-116.87283 33.922289)
BANTA_6_N001,37.7528989999862,-121.35057581075783,LOAD,CA,59.42319,POINT (-121.35057581075783 37.7528989999862)
BARRETT_6_N001,32.667194,-116.700208,LOAD,CA,53.98643,POINT (-116.700208 32.667194)
BARRE_6_N001,33.80900298319592,-117.98332966316445,LOAD,CA,60.84894,POINT (-117.98332966316445 33.80900298319592)
BARRE_6_N002,33.80900298319592,-117.98354633683554,LOAD,CA,60.84894,POINT (-117.98354633683554 33.80900298319592)
BARRE_6_N003,33.80918301670945,-117.9835463370635,LOAD,CA,60.85501,POINT (-117.9835463370635 33.80918301670945)
BARRY_6_N001,39.069323,-121.690208,LOAD,CA,59.29372,POINT (-121.690208 39.069323)
BARTON_1_N001,36.76408490976673,-119.735935,LOAD,CA,65.3068,POINT (-119.735935 36.76408490976673)
BARTON_1_N007,36.76400404510246,-119.73587672164825,LOAD,CA,65.3068,POINT (-119.73587672164825 36.76400404510246)
BARTON_1_N008,36.76400404510246,-119.73599327835174,LOAD,CA,65.3068,POINT (-119.73599327835174 36.76400404510246)
BASALT_6_N002,38.26328599998595,-122.26916657483297,LOAD,CA,59.13147,POINT (-122.26916657483297 38.26328599998595)
BASALT_6_N101,38.26328599998595,-122.26928142516702,LOAD,CA,59.13147,POINT (-122.26928142516702 38.26328599998595)
BATAVIA_6_N001,38.385820999985995,-121.77570654480984,LOAD,CA,59.08285,POINT (-121.77570654480984 38.385820999985995)
BATIQTOS_1_N001,33.1011727252775,-117.250399,LOAD,CA,61.53474,POINT (-117.250399 33.1011727252775)
BATIQTOS_1_N008,33.101092137348985,-117.25034345864424,LOAD,CA,61.53474,POINT (-117.25034345864424 33.101092137348985)
BATIQTOS_1_N015,33.101092137348985,-117.25045454135577,LOAD,CA,61.53474,POINT (-117.25045454135577 33.101092137348985)
BAYMDWS_1_N001,37.55162541726735,-122.29307795256243,LOAD,CA,60.96691,POINT (-122.29307795256243 37.55162541726735)
BAYMDWS_1_N004,37.551444582623034,-122.29307795283914,LOAD,CA,60.96691,POINT (-122.29307795283914 37.551444582623034)
BAYMDWS_1_N008,37.551444582623034,-122.29330604716085,LOAD,CA,60.96691,POINT (-122.29330604716085 37.551444582623034)
BAYMDWS_1_N012,37.55162541726735,-122.29330604743757,LOAD,CA,60.96691,POINT (-122.29330604743757 37.55162541726735)
BAYSHOR1_1_N001,37.74603599998622,-122.40302381566526,LOAD,CA,61.32548,POINT (-122.40302381566526 37.74603599998622)
BAYSHOR2_1_N001,37.74603599998622,-122.40313818433472,LOAD,CA,61.32548,POINT (-122.40313818433472 37.74603599998622)
BAYWOOD_6_N001,35.360177,-120.811564,LOAD,CA,61.13654,POINT (-120.811564 35.360177)
BCN_PP_LNODESS1,35.25680070871138,-118.02736892630813,LOAD,LADWP,58.74609,POINT (-118.02736892630813 35.25680070871138)
BCN_PP_LNODESS2,35.256766720360744,-118.02726679027704,LOAD,LADWP,58.74609,POINT (-118.02726679027704 35.256766720360744)
BEARTAP_1_N001,35.38,-119.0,LOAD,CA,59.60075,POINT (-119 35.38)
BELLEF_7_CN10,39.776083,-122.10383,LOAD,CA,59.51751,POINT (-122.10383 39.776083)
BELLEF_7_CN11,39.77608299994151,-122.10371323062876,LOAD,CA,59.51751,POINT (-122.10371323062876 39.77608299994151)
BELLPGE_1_N001,38.947418999985814,-121.0911283822858,LOAD,CA,58.86037,POINT (-121.0911283822858 38.947418999985814)
BELLPGE_1_N005,38.947418999985814,-121.0912436177142,LOAD,CA,58.86037,POINT (-121.0912436177142 38.947418999985814)
BELLVUE_1_N001,38.379084046922976,-122.712022,LOAD,CA,61.07923,POINT (-122.712022 38.379084046922976)
BELLVUE_1_N003,38.37900297652332,-122.711962292445,LOAD,CA,61.07923,POINT (-122.711962292445 38.37900297652332)
BELLVUE_1_N005,38.37900297652332,-122.712081707555,LOAD,CA,61.07923,POINT (-122.712081707555 38.37900297652332)
BELMONT_1_N001,37.52332024549896,-122.264967,LOAD,CA,61.42273,POINT (-122.264967 37.52332024549896)
BELMONT_1_N006,37.52323887723573,-122.26490776711239,LOAD,CA,61.42273,POINT (-122.26490776711239 37.52323887723573)
BELMONT_1_N008,37.52323887723573,-122.26502623288762,LOAD,CA,61.42273,POINT (-122.26502623288762 37.52323887723573)
BELRIDGE_1_N001,35.455722,-119.631903,LOAD,CA,59.12669,POINT (-119.631903 35.455722)
BERESFRD_6_N001,37.565013999986284,-122.31923796388803,LOAD,CA,60.80281,POINT (-122.31923796388803 37.565013999986284)
BERESFRD_6_N002,37.565013999986284,-122.31935203611197,LOAD,CA,60.80281,POINT (-122.31935203611197 37.565013999986284)
BERNARDO_6_N001,33.021575,-117.096228,LOAD,CA,61.09954,POINT (-117.096228 33.021575)
BERNARDO_6_N002,33.021574999954524,-117.09612121988424,LOAD,CA,61.09954,POINT (-117.09612121988424 33.021574999954524)
BERNARDO_6_N009,33.02148546856512,-117.096228,LOAD,CA,61.09954,POINT (-117.096228 33.02148546856512)
BERNARDO_6_N013,33.021574999954524,-117.09633478011577,LOAD,CA,61.09954,POINT (-117.09633478011577 33.021574999954524)
BERNARDO_6_N014,33.0216645314348,-117.096228,LOAD,CA,61.09954,POINT (-117.096228 33.0216645314348)
BERNARDO_LNODEARDO,33.02157451,-117.0962277,LOAD,PNM,57.48802,POINT (-117.0962277 33.02157451)
BERVLLY_6_N001,37.586478,-120.125088,LOAD,CA,63.65943,POINT (-120.125088 37.586478)
BIGBASN_6_N001,37.129545,-122.172132,LOAD,CA,61.4357,POINT (-122.172132 37.129545)
BIGCRK1_7_N001,37.20203293082091,-119.24090286336467,LOAD,CA,56.87798,POINT (-119.24090286336467 37.20203293082091)
BIGMDWS_6_N001,40.171215,-121.085128,LOAD,CA,53.66402,POINT (-121.085128 40.171215)
BIGRIVR_6_N001,39.311461,-123.786522,LOAD,CA,53.86972,POINT (-123.786522 39.311461)
BIOLA_6_N001,36.792525,-120.114116,LOAD,CA,64.76626,POINT (-120.114116 36.792525)
BIXLER_6_N001,37.9370142319286,-121.528389,LOAD,CA,60.39561,POINT (-121.528389 37.9370142319286)
BKRSFLD_2_N001,35.388298999987455,-119.0044078374034,LOAD,CA,59.00514,POINT (-119.0044078374034 35.388298999987455)
BKRSFLD_2_N101,35.388298999987455,-119.0045181625966,LOAD,CA,59.00514,POINT (-119.0045181625966 35.388298999987455)
BLLEHVN_6_N001,37.4772652825887,-122.16793304841748,LOAD,CA,61.92717,POINT (-122.16793304841748 37.4772652825887)
BLLEHVN_6_N002,37.477186999945324,-122.16787609695427,LOAD,CA,61.92717,POINT (-122.16787609695427 37.477186999945324)
BLLEHVN_6_N004,37.477108717384,-122.1679330485368,LOAD,CA,61.92717,POINT (-122.1679330485368 37.477108717384)
BLLEHVN_6_N006,37.477108717384,-122.1680469514632,LOAD,CA,61.92717,POINT (-122.1680469514632 37.477108717384)
BLLEHVN_6_N007,37.477186999945324,-122.16810390304572,LOAD,CA,61.92717,POINT (-122.16810390304572 37.477186999945324)
BLUELKE_6_N001,40.88014,-123.980584,LOAD,CA,60.73503,POINT (-123.980584 40.88014)
BLUSTNPP_6_N003,38.575523,-121.497588,LOAD,CA,59.4652,POINT (-121.497588 38.575523)
BLYTHESC_1_N005,33.614957,-114.682935,LOAD,CA,57.65189,POINT (-114.682935 33.614957)
BNAVSTA_6_N001,36.653344,-121.62946,LOAD,CA,60.24552,POINT (-121.62946 36.653344)
BNAVSTA_6_N002,36.65334399994771,-121.62934811906177,LOAD,CA,60.24552,POINT (-121.62934811906177 36.65334399994771)
BNTACRB_6_N001,37.7528989999862,-121.35069018924217,LOAD,CA,59.55082,POINT (-121.35069018924217 37.7528989999862)
BOGARD_6_N001,40.586552,-121.093959,LOAD,CA,55.94919,POINT (-121.093959 40.586552)
BOGUE_1_N001,39.09613073444745,-121.623771,LOAD,CA,58.19975,POINT (-121.623771 39.09613073444745)
BOGUE_1_N201,39.096050132760894,-121.62371103865068,LOAD,CA,58.19975,POINT (-121.62371103865068 39.096050132760894)
BOLINAS_6_N001,37.941119,-122.707332,LOAD,CA,59.88578,POINT (-122.707332 37.941119)
BOLLMAN_1_N003,38.04,-121.98,LOAD,CA,58.78985,POINT (-121.98 38.04)
BOLTHSE_1_N009,35.36215899998747,-118.92362184077258,LOAD,CA,59.92894,POINT (-118.92362184077258 35.36215899998747)
BONITA_6_N001,36.967863,-120.20266,LOAD,CA,67.14722,POINT (-120.20266 36.967863)
BONNIEN_7_N001,39.214314999985774,-120.80917722077704,LOAD,CA,55.96374,POINT (-120.80917722077704 39.214314999985774)
BORDEN_2_N007,36.92227399998671,-119.98422371699712,LOAD,CA,62.67305,POINT (-119.98422371699712 36.92227399998671)
BORDER_6_N001,32.56633480869927,-116.944389,LOAD,CA,61.33074,POINT (-116.944389 32.56633480869927)
BORDER_6_N008,32.566254095638485,-116.94433370647506,LOAD,CA,61.33074,POINT (-116.94433370647506 32.566254095638485)
BORONDA_6_N001,36.689983,-121.679239,LOAD,CA,59.8687,POINT (-121.679239 36.689983)
BOSWELL_6_N001,36.085115,-119.552823,LOAD,CA,71.25281,POINT (-119.552823 36.085115)
BOWLES_6_N001,36.605651,-119.773312,LOAD,CA,63.31979,POINT (-119.773312 36.605651)
BRDGVLT_7_N001,40.47956799998481,-123.78034162638289,LOAD,CA,60.66814,POINT (-123.78034162638289 40.47956799998481)
BREEZE_LNODEYT1,35.123880999987534,-118.37403687435777,LOAD,NV,57.853,POINT (-118.37403687435777 35.123880999987534)
BREEZE_LNODEYT2,35.123880999987534,-118.37414712564222,LOAD,NV,57.853,POINT (-118.37414712564222 35.123880999987534)
BRENTWOD_2_N001,37.91959423612686,-121.676423,LOAD,CA,59.05854,POINT (-121.676423 37.91959423612686)
BRENTWOD_2_N006,37.91951288192155,-121.67636345967551,LOAD,CA,59.05854,POINT (-121.67636345967551 37.91951288192155)
BRENTWOD_2_N011,37.91951288192155,-121.67648254032449,LOAD,CA,59.05854,POINT (-121.67648254032449 37.91951288192155)
BRGSMR_LNODEGZB,37.66621999998627,-120.97704287657282,LOAD,BANC,59.70635,POINT (-120.97704287657282 37.66621999998627)
BRGSMR_LNODETHU,37.66621999998627,-120.97715712342718,LOAD,BANC,59.70635,POINT (-120.97715712342718 37.66621999998627)
BRITTN_1_N001,37.37433620668406,-122.015575,LOAD,CA,61.44863,POINT (-122.015575 37.37433620668406)
BRITTN_1_N005,37.37425489664326,-122.01551592726007,LOAD,CA,61.44863,POINT (-122.01551592726007 37.37425489664326)
BRITTN_1_N006,37.37425489664326,-122.01563407273993,LOAD,CA,61.44863,POINT (-122.01563407273993 37.37425489664326)
BRKRSLG_1_N005,38.57552299994369,-121.49747300547165,LOAD,CA,60.75842,POINT (-121.49747300547165 38.57552299994369)
BROCKWAY_LNODE01,39.243063530935196,-120.02634939696748,LOAD,NV,56.58246,POINT (-120.02634939696748 39.243063530935196)
BROCKWAY_LNODE02,39.242884468950564,-120.02634939726258,LOAD,NV,56.58246,POINT (-120.02634939726258 39.242884468950564)
BROCKWAY_LNODE51,39.242884468950564,-120.02658060273741,LOAD,NV,56.58246,POINT (-120.02658060273741 39.242884468950564)
BROCKWAY_LNODE52,39.243063530935196,-120.02658060303253,LOAD,NV,56.58246,POINT (-120.02658060303253 39.243063530935196)
BRRNDAC_6_N001,35.658183,-120.040362,LOAD,CA,59.42873,POINT (-120.040362 35.658183)
BRUNSWCK_1_N003,39.23119771901711,-121.034946,LOAD,CA,56.93192,POINT (-121.034946 39.23119771901711)
BRUNSWCK_1_N008,39.23111714047599,-121.03488594065819,LOAD,CA,56.93192,POINT (-121.03488594065819 39.23111714047599)
BRUNSWCK_1_N101,39.23111714047599,-121.03500605934181,LOAD,CA,57.35735,POINT (-121.03500605934181 39.23111714047599)
BRWNSVY_6_N001,39.226226,-121.422634,LOAD,CA,59.09316,POINT (-121.422634 39.226226)
BUELLTON_1_N001,34.625261999987686,-120.18631205143852,LOAD,CA,62.55869,POINT (-120.18631205143852 34.625261999987686)
BUELLTON_1_N003,34.625261999987686,-120.18642194856149,LOAD,CA,62.55869,POINT (-120.18642194856149 34.625261999987686)
BUENAVS1_7_B1,36.653254242119594,-121.62934811919219,LOAD,CA,58.85928,POINT (-121.62934811919219 36.653254242119594)
BUENAVS1_7_B3,36.65319077379855,-121.6294272308971,LOAD,CA,58.85928,POINT (-121.6294272308971 36.65319077379855)
BUENAVS1_7_B4,36.653175595551595,-121.62953750035395,LOAD,CA,58.85928,POINT (-121.62953750035395 36.653175595551595)
BUENAVS1_7_B5,36.65320668330105,-121.62964245619625,LOAD,CA,58.85928,POINT (-121.62964245619625 36.65320668330105)
BUENAVS1_7_B6,36.653272145363964,-121.6297190021347,LOAD,CA,58.85928,POINT (-121.6297190021347 36.653272145363964)
BUENAVS1_7_B7,36.65335697428145,-121.62975556706088,LOAD,CA,58.85928,POINT (-121.62975556706088 36.65335697428145)
BUENAVS2_7_B1,36.65344659805961,-121.62974945473616,LOAD,CA,58.7985,POINT (-121.62974945473616 36.65344659805961)
BUENAVS2_7_B3,36.653528699704175,-121.62970424026268,LOAD,CA,58.7985,POINT (-121.62970424026268 36.653528699704175)
BUENAVS2_7_B4,36.653594014575496,-121.62962749889522,LOAD,CA,58.7985,POINT (-121.62962749889522 36.653594014575496)
BUENAVS2_7_B5,36.653636508590544,-121.62952895027708,LOAD,CA,58.7985,POINT (-121.62952895027708 36.653636508590544)
BULLARD_1_N001,36.824388,-119.769224,LOAD,CA,63.49377,POINT (-119.769224 36.824388)
BULLARD_1_N004,36.824387999947184,-119.76911168846675,LOAD,CA,63.49377,POINT (-119.76911168846675 36.824387999947184)
BULLARD_1_N005,36.824298097276774,-119.769224,LOAD,CA,63.49377,POINT (-119.769224 36.824298097276774)
BULLARD_1_N006,36.824387999947184,-119.76933631153325,LOAD,CA,63.49377,POINT (-119.76933631153325 36.824387999947184)
BURLNGME_1_N001,37.589627,-122.363434,LOAD,CA,60.80281,POINT (-122.363434 37.589627)
BUTTE_1_N010,39.7118129999855,-121.81325170045862,LOAD,CA,58.04173,POINT (-121.81325170045862 39.7118129999855)
BUTTE_1_N101,39.7118129999855,-121.81336829954137,LOAD,CA,58.04173,POINT (-121.81336829954137 39.7118129999855)
BWILLIAM_LNODEILLW,34.16145330172,-114.38177086852794,LOAD,WALC,57.94384,POINT (-114.38177086852794 34.16145330172)
B_6_N001,32.714377595830264,-117.16944251257752,LOAD,CA,61.98437,POINT (-117.16944251257752 32.714377595830264)
B_6_N003,32.714198404079745,-117.16944251279143,LOAD,CA,61.98437,POINT (-117.16944251279143 32.714198404079745)
B_6_N005,32.714198404079745,-117.16965548720856,LOAD,CA,61.98437,POINT (-117.16965548720856 32.714198404079745)
B_6_N007,32.714377595830264,-117.16965548742249,LOAD,CA,61.98437,POINT (-117.16965548742249 32.714377595830264)
CABRILLO_1_N001,32.70751759908557,-117.24492651689708,LOAD,CA,62.51615,POINT (-117.24492651689708 32.70751759908557)
CABRILLO_6_N001,32.70733840082447,-117.24492651711095,LOAD,CA,62.04754,POINT (-117.24492651711095 32.70733840082447)
CABRILLO_6_N004,32.70733840082447,-117.24513948288904,LOAD,CA,62.04754,POINT (-117.24513948288904 32.70733840082447)
CALAVE_1_N001,36.71900181109094,-119.76554095699167,LOAD,CA,67.26356,POINT (-119.76554095699167 36.71900181109094)
CALAVE_1_N002,36.718822188804005,-119.76554095725366,LOAD,CA,67.26356,POINT (-119.76554095725366 36.718822188804005)
CALAVE_1_N004,36.718822188804005,-119.76576504274634,LOAD,CA,67.26356,POINT (-119.76576504274634 36.718822188804005)
CALCMENT_7_N4,37.37,-120.64,LOAD,CA,59.54182,POINT (-120.64 37.37)
CALISTGA_6_N001,38.592664,-122.57862,LOAD,CA,63.46171,POINT (-122.57862 38.592664)
CALLENDR_1_N001,35.04,-120.6,LOAD,CA,62.57085,POINT (-120.6 35.04)
CALPELLA_1_N001,39.197538,-123.192135,LOAD,CA,49.32479,POINT (-123.192135 39.197538)
CALSUB_LNODEET,39.521219,-120.008761,LOAD,NV,57.03828,POINT (-120.008761 39.521219)
CAMDEN_6_N001,36.446258999987045,-119.79904229562648,LOAD,CA,89.65,POINT (-119.79904229562648 36.446258999987045)
CAMDEN_6_N002,36.446258999987045,-119.79915370437352,LOAD,CA,89.65,POINT (-119.79915370437352 36.446258999987045)
CAMERON_6_N001,32.65324599998863,-116.48807277404411,LOAD,CA,53.17811,POINT (-116.48807277404411 32.65324599998863)
CAMINO_2_N001,34.83,-114.99,LOAD,CA,37.8,POINT (-114.99 34.83)
CAMPHORA_6_N001,36.46829799998704,-121.39017127220814,LOAD,CA,60.50078,POINT (-121.39017127220814 36.46829799998704)
CAMPHORA_6_N003,36.46829799998704,-121.39028272779186,LOAD,CA,60.50078,POINT (-121.39028272779186 36.46829799998704)
CANAL_6_N001,37.066368999986636,-120.8354215297125,LOAD,CA,62.56293,POINT (-120.8354215297125 37.066368999986636)
CANAL_6_N006,37.066368999986636,-120.8355344702875,LOAD,CA,60.2899,POINT (-120.8355344702875 37.066368999986636)
CANBY_BP_LNODEACW,41.444925999984385,-120.88087787131334,LOAD,BPAT,57.36647,POINT (-120.88087787131334 41.444925999984385)
CANBY_BP_LNODEVEC,41.444925999984385,-120.88099812868666,LOAD,BPAT,57.36647,POINT (-120.88099812868666 41.444925999984385)
CAN_SUB_LNODEONA,34.18955419166312,-118.592,LOAD,LADWP,59.48148,POINT (-118.592 34.18955419166312)
CAN_SUB_LNODEONB,34.189472904155366,-118.59194326369176,LOAD,LADWP,59.48148,POINT (-118.59194326369176 34.189472904155366)
CAN_SUB_LNODEONC,34.189472904155366,-118.59205673630824,LOAD,LADWP,59.48148,POINT (-118.59205673630824 34.189472904155366)
CAPAY_6_N001,39.775993256822886,-122.10383,LOAD,CA,57.92626,POINT (-122.10383 39.775993256822886)
CARBONA_6_N003,37.69218399998622,-121.41818185598439,LOAD,CA,60.39561,POINT (-121.41818185598439 37.69218399998622)
